ID,Posted at,Screen name,Text
363505995332325376,2013-08-03 03:45:57 +0000,thisisaaronland,why has no one made old fashioneds in sippy sacks yet
363450081359302656,2013-08-03 00:03:46 +0000,thisisaaronland,museum wall labels are the original mansplaining
363258638351478784,2013-08-02 11:23:03 +0000,thisisaaronland,is the airplane with the big painted moustache better or worse than the on-duty TSA agent wearing a baseball jersey / so confused
363247251436478465,2013-08-02 10:37:48 +0000,thisisaaronland,the person wearing the OCCUPY FOO t-shirt got invited right / so confused
362289281567440896,2013-07-30 19:11:10 +0000,thisisaaronland,if bradley manning had run wget with the --warc-file arguments would that have conferred SLAP value on the wikileaks documents / so confused
361987568142778369,2013-07-29 23:12:16 +0000,thisisaaronland,I am the only one wondering why no one has done a rush / air supply mashup ?
361242208889872384,2013-07-27 21:50:28 +0000,thisisaaronland,am I the only one wondering why facebook hasn't opened a charter school yet ?
360546847976202240,2013-07-25 23:47:21 +0000,thisisaaronland,do you think the sensor driven soap dispenser knows that the bag is empty but is powerless to not try and squeeze it?
360479144200515584,2013-07-25 19:18:20 +0000,thisisaaronland,currently wondering if I should crash the 17th annual patent cooperation treaty
359432822110425088,2013-07-22 22:00:37 +0000,thisisaaronland,currently wondering how to have the world's largest pair of googly eyes installed on the FREEDOM TOWER
359082215415615489,2013-07-21 22:47:26 +0000,thisisaaronland,one other people has been favouriting your photos / for two months and counting now
359044272701448192,2013-07-21 20:16:39 +0000,thisisaaronland,I have seen the best minds of my generation starfucking other people's royalty cheques
358731674332303361,2013-07-20 23:34:30 +0000,thisisaaronland,WHO PUT THE GOD DAMN STROBE LIGHT ON THE TOP OF THE FREEDOM TOWER WHILE I WAS GONE
356898874297827328,2013-07-15 22:11:37 +0000,thisisaaronland,am I the only one wondering why no one has made poutine with latkes yet / and other things you ask while eating bittenballen
356034917982941184,2013-07-13 12:58:33 +0000,thisisaaronland,is DARPA ATLAS wenlock or mandeville ?
356021206190792704,2013-07-13 12:04:04 +0000,thisisaaronland,is pacific rim meant to be a recruiting film for drone pilots or surveillance analysts / so confused
355753715690512384,2013-07-12 18:21:10 +0000,thisisaaronland,if I still painted / I would be working on a portrait of PETMAN participating in marina abramovic's the artist is present
355421649723588608,2013-07-11 20:21:39 +0000,thisisaaronland,if I still painted / I would be working on a portrait of pope innocent X seated in front of a green screen
355412126329876481,2013-07-11 19:43:48 +0000,thisisaaronland,[ insert jar jar binks joke here ]
354964753774415873,2013-07-10 14:06:06 +0000,thisisaaronland,mannequins with permanent bodymod-ed four inch high-heeled pointy feet / I'll leave the rest as an exercise to the reader
354607244383498240,2013-07-09 14:25:30 +0000,thisisaaronland,let the record reflect that / all surveillance programs will hereafter be referred to as code name INTERNETSERVICEPROVIDER
354339855939010561,2013-07-08 20:42:59 +0000,thisisaaronland,"try searching for ""chubby"" at amazon / and then ask yourself how you feel about the confluence of mass surveillance and machine learning"
353885335370989568,2013-07-07 14:36:53 +0000,thisisaaronland,high speed unitary executive algorithms
353866032189947905,2013-07-07 13:20:11 +0000,thisisaaronland,how long before parents start naming their kids after top secret government surveillance projects ?
353547949504086018,2013-07-06 16:16:14 +0000,thisisaaronland,why has no one started a rumour that matthew barney is doing a remake of point break yet ?
353546274009645060,2013-07-06 16:09:34 +0000,thisisaaronland,parallel-flickr is still too-fussy to install but now knows how to upload photos to flickr / in song with flickr / and independent of flickr
353313623499751424,2013-07-06 00:45:06 +0000,thisisaaronland,why aren’t there markov bots for video streaming services ?
352941396774232064,2013-07-05 00:06:00 +0000,thisisaaronland,in my absence who among you will go stick an old club patch on to the space claw / seriously
352818486373912577,2013-07-04 15:57:36 +0000,thisisaaronland,let the record show that / the social contract will hereafter be referred to as the end user license agreement
352793071299207169,2013-07-04 14:16:37 +0000,thisisaaronland,do you think github keeps their national security letters in a private repository ?
352764531593850880,2013-07-04 12:23:13 +0000,thisisaaronland,let the record show / we are deeply concerned that the egyptian military neglected to get a fisa court order before ousting the president
352069440629772288,2013-07-02 14:21:10 +0000,thisisaaronland,better or worse / the idea that the doofy new y! toolbar is being rolled out at the router layer independent of any one service's code base
352061737845006336,2013-07-02 13:50:33 +0000,thisisaaronland,"section 215 has been amended / to include desire as a ""tangible thing"""
352047396961787906,2013-07-02 12:53:34 +0000,thisisaaronland,SIGINT markov bots
351899047579230209,2013-07-02 03:04:05 +0000,thisisaaronland,I guess there’s an exception to every rule / including not leaving your desk after you deploy
351894706214547457,2013-07-02 02:46:50 +0000,thisisaaronland,[acknowledged] is the new [redacted]
351789092972929025,2013-07-01 19:47:10 +0000,thisisaaronland,render ghosts wearing voronoi leotards
351540228609146880,2013-07-01 03:18:16 +0000,thisisaaronland,the brief has been amended / to mandate that all surveillance programs be code-named GOODWILLHUNTING from now on
351421266500136962,2013-06-30 19:25:33 +0000,thisisaaronland,can you just imagine how unrepentant mitt romney would be about all this shit / so I guess there’s that
351050185939484672,2013-06-29 18:51:01 +0000,thisisaaronland,as a dual citizen if I send email to myself does that mean one half of the communication is with a foreign national / so confused
351039758081855490,2013-06-29 18:09:34 +0000,thisisaaronland,I wonder if the NSA peeps feel the same cognitive disconnect that drone pilots do always switching between war and home / reading your email
351016587110793216,2013-06-29 16:37:30 +0000,thisisaaronland,barack obama is going to play philip k dick in the movie / right ?
350301902682079232,2013-06-27 17:17:36 +0000,thisisaaronland,you know who else had a SHELLTRUMPET / jack from lord of the flies
350278765265428482,2013-06-27 15:45:40 +0000,thisisaaronland,why has no one crossbred cats and corgis yet ?
349928944465743873,2013-06-26 16:35:36 +0000,thisisaaronland,I'd like to believe that my back was sweating to celebrate the DOMA and prop-8 decisions / I really would
349524220629360641,2013-06-25 13:47:22 +0000,thisisaaronland,on the bright side / maybe this is a brand new dawn for allegorical painting
349294375332876288,2013-06-24 22:34:03 +0000,thisisaaronland,and then the upper east side mom explained to her children that the passing jogger's google glass headset / is like an iphone for your eye
349170831324217344,2013-06-24 14:23:08 +0000,thisisaaronland,is edward snowden design thinking or strategic design / so confused
349164461183074304,2013-06-24 13:57:49 +0000,thisisaaronland,wondering if I should start a rumour that leo villereal's the hive is actually a dashboard visualizing PRISM data
348948801123389440,2013-06-23 23:40:52 +0000,thisisaaronland,wondering if I should start a rumour that the NSA is moving their headquarters in to the FREEDOM TOWER / I must be back in new york
348945628199526400,2013-06-23 23:28:15 +0000,thisisaaronland,edward snowden pilgrimage route tourism packages / dot com
348843977203662848,2013-06-23 16:44:20 +0000,thisisaaronland,montreal you still know how to eat better than anyone else / je t'aime
348822981033738241,2013-06-23 15:20:54 +0000,thisisaaronland,don't worry canada / I am just as excited as you are to hear mid-career justin bieber reading to works of sylvia plath on the cbc
348821712558764032,2013-06-23 15:15:51 +0000,thisisaaronland,artisanal canadian nostalgia / I must be listening to cbc
347152575260405760,2013-06-19 00:43:18 +0000,thisisaaronland,montreal / je suis in you
347051131886788608,2013-06-18 18:00:12 +0000,thisisaaronland,I choose to see this flight delay as an opportunity / to go to the airport bar and work on my keith alexander impersonation
346822559087607808,2013-06-18 02:51:56 +0000,thisisaaronland,the rumours of my return to assume the mayoralty are greatly exaggerated montreal / but we can talk about that during my visit this week
346670595909492736,2013-06-17 16:48:05 +0000,thisisaaronland,spilled fanta making out with just chewed bubble gum / and other things I've seen staring at the hive
346446249064558592,2013-06-17 01:56:37 +0000,thisisaaronland,frank miller is a kind of godwin's law
346264897249746944,2013-06-16 13:55:59 +0000,thisisaaronland,all the evidence would suggest that those who don't know goatse are doomed to repeat it
346048955395764225,2013-06-15 23:37:54 +0000,thisisaaronland,webinar karaoke
346038889225523200,2013-06-15 22:57:54 +0000,thisisaaronland,debated asking the guy wearing his google glass headset in the subway how he feels about PRISM
345610137848905728,2013-06-14 18:34:12 +0000,thisisaaronland,am I the only one who is freaked out to hear law enforcement officials say things like / to be the beast takes away the pain of being a man
345199382418829312,2013-06-13 15:22:00 +0000,thisisaaronland,GOOD NEWS EVERYONE / THE NSA WILL NOT BE ABLE TO PATENT YOUR METADATA
345182764431208448,2013-06-13 14:15:58 +0000,thisisaaronland,is the nsa's big honking data center in bluffdale utah a library or an archive or a museum / so confused
344518077351882752,2013-06-11 18:14:45 +0000,thisisaaronland,are null island and the bluffdale utah data center the same place ?
344162909410185218,2013-06-10 18:43:26 +0000,thisisaaronland,am I the only one wondering about all that white space?
343531396763111424,2013-06-09 00:54:02 +0000,thisisaaronland,quantified selfies
343072323978555394,2013-06-07 18:29:50 +0000,thisisaaronland,oculus rift drone pilots / ARE NOT LISTENING TO YOUR PHONE CALLS
343070541651005440,2013-06-07 18:22:45 +0000,thisisaaronland,a reminder san francisco that the beer flare is on schedule to land this evening around 8:30 at dalva / mmmmmmmm...  beer flares
343060871183994881,2013-06-07 17:44:20 +0000,thisisaaronland,hello san francisco / I am in you
343023625256980480,2013-06-07 15:16:19 +0000,thisisaaronland,remember when the GOOG also said their streetview cars “minimize the collection and retention of information ‘incidentally acquired’” / yeah
342956520083955712,2013-06-07 10:49:40 +0000,thisisaaronland,I wonder if the TSA people are being extra fussy this morning because they feel like they have something to prove to the NSA people
342950835694759936,2013-06-07 10:27:05 +0000,thisisaaronland,if I still painted / I would be working on a series of awkward silences between barack obama and xi jinping right now
342823716511686656,2013-06-07 02:01:58 +0000,thisisaaronland,"what I love most is seeing the list of blocked advertising trackers, cookies and beacons / on all the articles about government surveillance"
342776692751876100,2013-06-06 22:55:06 +0000,thisisaaronland,at least everyone will know what metadata is now / right?
342727753981906944,2013-06-06 19:40:38 +0000,thisisaaronland,san francisco I am sending you a beer flare / I expect it to land at dalva around 8:30 on friday night
342365366686715905,2013-06-05 19:40:38 +0000,thisisaaronland,why has no one made little walrus costumes for squirrels yet?
342338999987339264,2013-06-05 17:55:52 +0000,thisisaaronland,why has no one painted a drone to look like a walrus?
341730265271517184,2013-06-04 01:36:58 +0000,thisisaaronland,"""I'm not talking about time and space. I'm just talking about going up in a rocket ship."""
340602607921942528,2013-05-31 22:56:04 +0000,thisisaaronland,east river / I am fond of you
340483486127382528,2013-05-31 15:02:43 +0000,thisisaaronland,please do condone me for invading your privacy through this medium / is the sweetest kind of spam
339891562794328067,2013-05-29 23:50:38 +0000,thisisaaronland,captain picard is a habs fan / your argument is invalid
339127531988975616,2013-05-27 21:14:38 +0000,thisisaaronland,you can recognize the artisanal render ghosts by their lack of noses / fact
339108877578682368,2013-05-27 20:00:31 +0000,thisisaaronland,when you think about it the FREEDOM tower kind of looks like a really tall energy drink in a big square beer coozie
338685807995019265,2013-05-26 15:59:23 +0000,thisisaaronland,if we had to do it all over again I would probably add privacy settings for “date taken”
338069855272067072,2013-05-24 23:11:49 +0000,thisisaaronland,can someone explain to me why the airline industry never got the memo about our supposed dominion over nature?
337890834139717635,2013-05-24 11:20:27 +0000,thisisaaronland,"I know the nice airport lady did not just page a passenger named ""genital richter"" / but I am having trouble unhearing the idea that she did"
337879136867598336,2013-05-24 10:33:58 +0000,thisisaaronland,"meanwhile / wondering whether we could convince tim horton's to sponsor the cost of hirshhorn bubble if we agreed to call it ""the timbit"""
337877054898962432,2013-05-24 10:25:41 +0000,thisisaaronland,"in a cab with a screen displaying the words ""please check if the map DVD is correct"" / now wondering if I've just been kidnapped by the past"
337874900876414978,2013-05-24 10:17:08 +0000,thisisaaronland,the mission statement has been amended to state that / the robot eyeballs will be left on the table in order to monetize all the kill time
337841626259017728,2013-05-24 08:04:55 +0000,thisisaaronland,in case there was any doubt the mission statement has been amended to read / robot eyes of the world
337232345654501378,2013-05-22 15:43:51 +0000,thisisaaronland,am I the only one who loves that the slideshow feature was updated to find its inner ken burns / and not to no longer require flash ?
336674794227523585,2013-05-21 02:48:20 +0000,thisisaaronland,AM I THE ONLY ONE WHO IS THIS EXCITED ABOUT ALWAYS SEEING PHOTOS FROM EXPLORE ON THE FRONT PAGE ?
336662736803082241,2013-05-21 02:00:26 +0000,thisisaaronland,am I the only one wondering how flickr forgot to finally add support for animated gifs on the same day that yahoo acquired tumblr ?
336621787620200449,2013-05-20 23:17:42 +0000,thisisaaronland,it's a shame we didn't make it an option to a replace photo and still preserve its associate URL secret / that would have been useful
336602876153565185,2013-05-20 22:02:34 +0000,thisisaaronland,oh well / at least parallel-flickr still has a map on individual photo pages
Gold - Cooper-Hewitt Collection Alpha"
336155682350981121,2013-05-19 16:25:34 +0000,thisisaaronland,am I the only one wondering why no one has signed r. mutt's name on the porta-potty in the woods at the edge of storm king yet?
335953373549449216,2013-05-19 03:01:40 +0000,thisisaaronland,BROS TELLING BROS ABOUT HOW TO EAT CUPCAKES LIKE SANDWICHES / these dudes would totally have won eurovision
335872012125868032,2013-05-18 21:38:22 +0000,thisisaaronland,choosing to believe that the chorus of shout-y subway conductors on the G line are america's chosen contestants for eurovision
335848943491629056,2013-05-18 20:06:42 +0000,thisisaaronland,"does this mean that all of europe's air forces are going to paint their planes like the ""we are one"" butterfly ?"
335844201860304896,2013-05-18 19:47:52 +0000,thisisaaronland,in fairness / eurovision might just be pay-back for all the musical genius canada has inflicted on the world
335840484125732865,2013-05-18 19:33:05 +0000,thisisaaronland,spanish bagpipes / THIS EXPLAINS EVERYTHING
335839880556974081,2013-05-18 19:30:41 +0000,thisisaaronland,I don’t know about you / but I am now very much looking forward to seeing las vegas’ interpretation of finland
334857597440110595,2013-05-16 02:27:27 +0000,thisisaaronland,you can talk all the shit about san francisco you want new york except on garbage and recycling night because seriously OMGWTF R U SAVAGES?
334760830593794049,2013-05-15 20:02:56 +0000,thisisaaronland,I am the only one wondering if larry page just asked if we could set aside some parts of the world where it would be okay to be evil?
334723622109335552,2013-05-15 17:35:05 +0000,thisisaaronland,delightful animations throughout my product / is my new pickup line
334718293401280513,2013-05-15 17:13:54 +0000,thisisaaronland,let's all give google a warm welcome as they wade in to the war on HTML / okay?
334662466120335361,2013-05-15 13:32:04 +0000,thisisaaronland,everyone will hear music until the host joins the meeting / is the name of my new cover band
334377126826496000,2013-05-14 18:38:14 +0000,thisisaaronland,also / why hasn't anyone projected nyan cat on to the exterior of the guggenheim yet?
334367421563551745,2013-05-14 17:59:40 +0000,thisisaaronland,"I have always thought ""the GLAM sector"" is an appalling name for the business so I'd like to suggest we use ""the Terroirdome"" instead"
333935852105383937,2013-05-13 13:24:46 +0000,thisisaaronland,that part where the train conductor modulates her voice so that the public service announcement sounds like its being read aloud by a robot
333632855328575489,2013-05-12 17:20:45 +0000,thisisaaronland,duck fat ice cream / crazy talk?
333241430036324355,2013-05-11 15:25:22 +0000,thisisaaronland,in other news / a guy in space who is relying on a guy on earth as remote sensor just said that the robot sensor “couldn’t make up its mind”
332933170439782401,2013-05-10 19:00:28 +0000,thisisaaronland,is there a google glass app for decoding all the qr codes as you walk by them yet / I mean what could go wrong
331944429470498817,2013-05-08 01:31:33 +0000,thisisaaronland,am I the only one wondering how to get monet’s waterlilies hung in the met’s punk rock bathroom ?
331561289115656192,2013-05-07 00:09:06 +0000,thisisaaronland,so the met recreated the bathroom of a punk rock bar because / because PLEASE GOD LET THERE BE SOME KARMIC JUSTICE IN UNIVERSE
331490914553962496,2013-05-06 19:29:27 +0000,thisisaaronland,I can't be the only one who wants to put googly eyes on all the eva zeisel salt and pepper shakers / right?
331014647060774912,2013-05-05 11:56:56 +0000,thisisaaronland,"am I the only one who wants to reapproriate the FREEDOM tower as a sculptural installation / and title it ""as if yelling from behind a bush"""
330341747890724865,2013-05-03 15:23:04 +0000,thisisaaronland,today's tiny victories were just assaulted by vincent van gogh
330339105567297537,2013-05-03 15:12:34 +0000,thisisaaronland,so far / today's tiny victories have included bruno latour's savaging of the powers of ten nonsense
329600665255034880,2013-05-01 14:18:16 +0000,thisisaaronland,big dog yoga / just saying
329587058932867072,2013-05-01 13:24:12 +0000,thisisaaronland,how long before all the door men on park avenue are forced to wear glittery damien hirst diamond skull masks?
329345370024984578,2013-04-30 21:23:49 +0000,thisisaaronland,big dog versus mummenschanz
329279557377064962,2013-04-30 17:02:18 +0000,thisisaaronland,listening to phone muzak is like mining for bitcoins / right?
328250934339727361,2013-04-27 20:54:56 +0000,thisisaaronland,hello parasailing dude in the sky with a motorized airboat propellor strapped your back / I've missed you california
327840666065465344,2013-04-26 17:44:40 +0000,thisisaaronland,hello san francisco / I am in you
327741092684496898,2013-04-26 11:09:00 +0000,thisisaaronland,millimeter wave detection scanners are the new plinths / you know in your heart this is true
327739849832529920,2013-04-26 11:04:03 +0000,thisisaaronland,so basically going through the TSA meat grinder is like attending sleep no more but in broad daylight and sober / right?
326796367706062850,2013-04-23 20:35:00 +0000,thisisaaronland,why has no one made gummi drones yet?
326629960213204992,2013-04-23 09:33:45 +0000,thisisaaronland,sending email from a cab / pretty sure that qualities as a kind of jet pack
325738797813886976,2013-04-20 22:32:35 +0000,thisisaaronland,continuous partial non-sequitur
325717225078157312,2013-04-20 21:06:52 +0000,thisisaaronland,the museum of potential reach
325439240525733888,2013-04-20 02:42:15 +0000,thisisaaronland,artisanal botnets
325112665175379968,2013-04-19 05:04:34 +0000,thisisaaronland,maggie thatcher phar lap / just saying
324942773977509888,2013-04-18 17:49:29 +0000,thisisaaronland,the museum of digital sharecropping
324931942250328065,2013-04-18 17:06:26 +0000,thisisaaronland,digital fatigue vs the bone crushing fatigue of not being to sit down in a museum / just saying
324927699569213441,2013-04-18 16:49:35 +0000,thisisaaronland,everyone standing around looking at their phones is both communal and contemplative / MIND BLOWN
324925681786044416,2013-04-18 16:41:34 +0000,thisisaaronland,OH MY GOD THE SKY IS SO BIG / MAYBE WE SHOULD MAKE IT HARDER TO SEE
324860864530366465,2013-04-18 12:24:00 +0000,thisisaaronland,crossing portland's morrison bridge on foot is basically like reading a j g ballard novel
324647094885433345,2013-04-17 22:14:33 +0000,thisisaaronland,I have seen the best presentation slide ever / it is entitled “the wailing ghost fuckers of explore”
324315802109108225,2013-04-17 00:18:07 +0000,thisisaaronland,invoking CPAN from the SKY / this is how time eats itself right?
324307763318624256,2013-04-16 23:46:10 +0000,thisisaaronland,writing release notes is like SKYBLOGGING / right?
324257770356494337,2013-04-16 20:27:31 +0000,thisisaaronland,"attention everyone / A380s will hereafter be referred to as ""sky manatees"""
324175772447281152,2013-04-16 15:01:41 +0000,thisisaaronland,the museum as banner ads / just saying
324122422431318017,2013-04-16 11:29:42 +0000,thisisaaronland,museum time / and other indulgences you never wanted to believe the cultural heritage industry afforded itself
323205564454797312,2013-04-13 22:46:26 +0000,thisisaaronland,if I were mayor of new york city I would install giant bunny rabbit ears atop the FREEDOM tower / good luck trying to unsee that now
322366720276824064,2013-04-11 15:13:10 +0000,thisisaaronland,"git commit -m ""KITTENS FOR LITTLE PRINTER"" / and other things I've written at work"
321617885082574851,2013-04-09 13:37:33 +0000,thisisaaronland,why has no one snuck seals in to the reservoir in central park yet ?
320291702084624384,2013-04-05 21:47:47 +0000,thisisaaronland,international art english and international airport english / dancing the flip-flop
320142460158349312,2013-04-05 11:54:45 +0000,thisisaaronland,turning the radio off before I smash it in to a thousand tiny pieces / it must be morning
319879574508941312,2013-04-04 18:30:08 +0000,thisisaaronland,I have seen the best minds of my generation calculate the offset of something relative to how old they don't want to believe they are
319228597334331395,2013-04-02 23:23:23 +0000,thisisaaronland,it's a thin line between fan fiction and crazy talk
318521365516935168,2013-04-01 00:33:06 +0000,thisisaaronland,the no-fun police would like to inform you that construction on the gowanus canal was started 150 years after captain kidd died
318373934502395906,2013-03-31 14:47:15 +0000,thisisaaronland,drone hovers overhead for three days / relays live video of resurrection
318357791179948032,2013-03-31 13:43:06 +0000,thisisaaronland,congratulations children of baby boomers / your water-dripping nostalgia is now officially more annoying than your parents
317309971601694721,2013-03-28 16:19:27 +0000,thisisaaronland,why hasn't anyone acquired high fructose corn syrup as a design object yet?
317247139510116354,2013-03-28 12:09:46 +0000,thisisaaronland,can we please stop saying strap hangers / everyone knows they were replaced by pole huggers a long time ago
317044049171320833,2013-03-27 22:42:46 +0000,thisisaaronland,"also, array reference blah blah blah undef below blah blah perl blah blah blah ... blah blah blah perl / and other comments I've left myself"
316931341755244545,2013-03-27 15:14:54 +0000,thisisaaronland,I for one look forward to the debate around repatriating stuxnet
316563408738734081,2013-03-26 14:52:52 +0000,thisisaaronland,today's happy place is rediscovering that I wrote an objects_get_roombas() function
315088010687418368,2013-03-22 13:10:10 +0000,thisisaaronland,DON'T WORRY PEOPLE / EVERYONE ENTERING THE CULTUREDOME LOOKS JUST AS MISERABLE AS THE LAST TIME
314491362462547969,2013-03-20 21:39:18 +0000,thisisaaronland,why hasn't ken burns done a documentary about eurovision yet ?
313380244100882432,2013-03-17 20:04:07 +0000,thisisaaronland,stuxnet for google glasses / just saying
312583818026577920,2013-03-15 15:19:24 +0000,thisisaaronland,colours for things trapped in the image rights soup / is my new favourite commit message
312568962523205632,2013-03-15 14:20:22 +0000,thisisaaronland,starting to think that new yorkers see their handbags and backpacks the same way neoconservatives rationalize space-based missile defense
312310356842266624,2013-03-14 21:12:46 +0000,thisisaaronland,why don't drone snow globes exist yet?
312171691402985472,2013-03-14 12:01:45 +0000,thisisaaronland,meanwhile / not sure what I’m supposed to do with 16 thousand aerial photos of airports and their surroundings now that I’ve got them
312170824553611265,2013-03-14 11:58:19 +0000,thisisaaronland,just about every rss client eventually outsourced the heavy lifting to google reader’s SKY TOOLS / what did people think would happen
311922072739794944,2013-03-13 19:29:52 +0000,thisisaaronland,am I the only one who is really going to enjoy all the pope francis bacon jokes ?
311810222605889536,2013-03-13 12:05:24 +0000,thisisaaronland,never mind diamond encrusted drones / why has no one made a drone out of dan flavin lights ?
310813517978685441,2013-03-10 18:04:51 +0000,thisisaaronland,pretty sure all consumer drones will just evolve to become boom boxes
310375124094304256,2013-03-09 13:02:50 +0000,thisisaaronland,so this is that special place in hell where the radio waxes poetic about the near future while a string quartet plays tomorrow never knows
310048701089468417,2013-03-08 15:25:45 +0000,thisisaaronland,"wondering whether finally refuting all the whinging about ""the buses"" in sf during my daily commute to the upper east side is worth the time"
309746240730578944,2013-03-07 19:23:53 +0000,thisisaaronland,the shiny new cooperhewitt.objects.getColors API method does pretty much what you'd expect / unless you grew up in a commonwealth nation
309299921742352384,2013-03-06 13:50:22 +0000,thisisaaronland,am I the only one wondering why no one has made a diamond encrusted guy fawkes mask yet ?
309273712341966848,2013-03-06 12:06:13 +0000,thisisaaronland,I am going to start a rumour that you can see the damian hirst glittery diamond skull in the night sky from a secret spot in central park
309089109232726016,2013-03-05 23:52:40 +0000,thisisaaronland,all the evidence suggests that the damian hirst glittery diamond skull has become the andre the giant of the upper east side
309066439900409856,2013-03-05 22:22:36 +0000,thisisaaronland,am I the only one wondering why no one has done goatse yelling like humans yet?
308975723786416128,2013-03-05 16:22:07 +0000,thisisaaronland,can someone please explain to me what it is about artists and photo-sharing websites ... and sunsets?
308962069548503042,2013-03-05 15:27:52 +0000,thisisaaronland,if I had any ambition in life / I would port emacs to ios
308735923116453889,2013-03-05 00:29:14 +0000,thisisaaronland,waiting for spatial database muscle memory to return / in between face stabbing muscle memory
307954961159958528,2013-03-02 20:45:58 +0000,thisisaaronland,maybe google glasses will let me watch the video feed of the drone flying overhead?
307820966120136704,2013-03-02 11:53:32 +0000,thisisaaronland,maybe google glasses are an elaborate spectacle designed to foster debate around government wiretapping and search and seizure policies?
307663652117430272,2013-03-02 01:28:25 +0000,thisisaaronland,artisanal privacy / just saying
307505219334438913,2013-03-01 14:58:52 +0000,thisisaaronland,has owning a former stuxnet command-and-control server domain name become a status symbol yet?
307276165150814208,2013-02-28 23:48:41 +0000,thisisaaronland,if I had any ambition in life / I would inflict wheelie bag segways on the world
307142445416718337,2013-02-28 14:57:20 +0000,thisisaaronland,dismayed by the lack of dark corners in the woodward and bernstein conference room
306789699702382594,2013-02-27 15:35:38 +0000,thisisaaronland,guessing that the giant column on the canadian embassy that reads NEIGHBOURS only serves to annoy our FRIEND PARTNER and ALLY to the south
